type,geometry/type,geometry/coordinates/0,geometry/coordinates/1,properties/id,properties/title,properties/description,properties/face,properties/icon/url,properties/icon/scaledSize/width,properties/icon/scaledSize/height,properties/icon/origin/x,properties/icon/origin/y,properties/icon/anchor/x,properties/icon/anchor/y
Feature,Point,21.2554,45.7536,21584087,L41,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.2063,45.7307,21584088,14,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.2201,45.7769,21584089,8,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.2197,45.7771,21584090,3,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.2192,45.7768,21584091,16,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.2186,45.7766,21584092,17,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.2188,45.7773,21584093,60,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.218,45.7762,21584094,26,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.2189,45.777,21584095,61,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.2175,45.776,21584096,25,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.2185,45.7769,21584097,62,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.2175,45.7758,21584098,24,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.218,45.7766,21584099,63,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.2164,45.7754,21584100,80,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.2175,45.7763,21584101,64,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.216,45.7752,21584102,89,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.2171,45.7764,21584103,65,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.2166,45.7759,21584104,78,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.2159,45.7755,21584105,77,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.207,45.7317,21584106,B12,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.2017,45.7306,21584107,D7,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.201,45.7316,21584108,D22,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.2018,45.7311,21584109,D19,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.2018,45.7316,21584110,A,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.2432,45.7497,21584111,13,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.2437,45.7489,21584112,9,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.2074,45.7329,21584113,C,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.2051,45.7326,21584114,B17,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.2018,45.7344,21584115,C1,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.2014,45.7337,21584116,D41,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.2007,45.7342,21584117,D43,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.2007,45.7349,21584118,C10,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.2004,45.7344,21584119,D44,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.2003,45.7351,21584120,C11,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.2,45.7346,21584121,D45,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.1997,45.7348,21584122,D46,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.1996,45.7356,21584123,C20,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.1995,45.7359,21584124,C21,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.1989,45.7355,21584125,D54,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.199,45.7361,21584126,C23,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.1984,45.7359,21584127,D58,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.1983,45.736,21584128,D58,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.1978,45.7364,21584129,D67,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.1974,45.7382,21584130,T4,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.197,45.7387,21584131,T3,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.1966,45.7397,21584132,P4,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.1968,45.7391,21584133,T2,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.1964,45.7396,21584134,T1,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.2202,45.773,21584135,54,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.2193,45.7729,21584136,100,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.2199,45.7731,21584137,55,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.2192,45.7727,21584138,101,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.2189,45.7732,21584139,99,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.2196,45.7733,21584140,56,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.2183,45.7738,21584141,93,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.2194,45.7736,21584142,57,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.218,45.7741,21584143,91,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.2174,45.7744,21584144,84,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.2175,45.7746,21584145,83,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.2178,45.7753,21584146,31,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.2171,45.775,21584147,82,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.2178,45.7755,21584148,32,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.2168,45.7753,21584149,81,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.2465,45.748,21584150,C1,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.2466,45.7478,21584151,C2,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.2462,45.7479,21584152,C3,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.2463,45.7477,21584653,C4,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.2468,45.7476,21584654,C5,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.2471,45.7475,21584655,C7,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.2469,45.7474,21584656,C6,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.2466,45.7474,21584657,T1,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.2426,45.767,21584658,61,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.2634,45.7762,21584659,21,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.2632,45.7763,21584660,20,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.2316,45.7352,21584661,29,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.2325,45.7352,21584662,D7,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.2329,45.7356,21584663,33,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.2336,45.7359,21584664,38,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.2344,45.7361,21584665,4,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.2354,45.7365,21584666,50,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.2364,45.7368,21584667,54,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.236,45.7364,21584668,58A,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.237,45.7367,21584669,C17,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.2375,45.7369,21584670,C1,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.2393,45.7377,21584671,19,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.2395,45.7379,21584672,19A,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.2393,45.7389,21584673,T12,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.2398,45.7388,21584674,T13,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.2384,45.7721,21584675,B93,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.2392,45.7722,21584676,B95,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.2389,45.7723,21584677,B96,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.2289,45.7611,21584678,A,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.2288,45.7609,21584679,B,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.2287,45.7607,21584680,C,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.2286,45.7606,21584681,D,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.2594,45.7611,21584682,D1,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.2598,45.7619,21584683,D3,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.2603,45.7625,21584684,D5,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.2317,45.7323,21584685,D15,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.2316,45.7325,21584686,D15,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.2002,45.7353,21584687,C12,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.1994,45.7351,21584688,D52,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.2276,45.7288,21584689,A1,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.2276,45.729,21584690,A2,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.2114,45.7359,21584691,A18,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.2121,45.7359,21584692,A14,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.2114,45.7356,21584693,A17,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.2113,45.7355,21584694,A16,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.2109,45.7355,21584695,A23,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.2105,45.7355,21584696,A22,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.213,45.7354,21584697,A6,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.2102,45.7353,21584698,A32,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.213,45.7351,21584699,A7,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.2104,45.735,21584700,A32,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.2128,45.735,21584701,A8,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.2107,45.7351,21584702,A3,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.2125,45.735,21584703,A2,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.2109,45.7353,21584704,A29,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.2114,45.7352,21584705,A28,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.2118,45.7351,21584706,A26,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.2538,45.7592,21584707,T19,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.2344,45.776,21584708,135B,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.2343,45.7757,21584709,133,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.2347,45.7759,21584710,135B,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.2346,45.7757,21584711,132,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.2349,45.7759,21584712,136,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.2349,45.7756,21584713,131,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.2351,45.7758,21584714,137,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.2354,45.7757,21584715,138,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.2598,45.7315,21584716,B2,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.2595,45.7315,21584717,B3,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.2582,45.7311,21584718,B8,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.2581,45.7314,21584719,C8,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.2573,45.7307,21584720,B11,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.2571,45.7306,21584721,B11,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.2568,45.7305,21584722,B12,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.2572,45.7309,21584723,C11,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.2566,45.7303,21584724,B13,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.2564,45.7301,21584725,B14,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.2568,45.7308,21584726,C14,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.2561,45.73,21584727,B15,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.2566,45.7306,21584728,C15,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.2563,45.7305,21584729,C16,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.2561,45.7304,21584730,C17,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.2557,45.7554,21584731,D14,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.2556,45.7557,21584732,D15,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.2553,45.7555,21584733,D16,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.2429,45.7636,21584734,13,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.2432,45.7483,21584735,E1,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.2042,45.7174,21584736,1,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.2042,45.7177,21584737,2,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.2045,45.7177,21584738,3,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.2047,45.7175,21584739,4,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.1834,45.7295,21584740,D12,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.1814,45.7294,21584741,C1,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.1814,45.7296,21584742,C2,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.1815,45.73,21584743,B1,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.1828,45.7298,21584744,D9,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.1825,45.7298,21584745,A10,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.1814,45.7302,21584746,B2,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.1814,45.7304,21584747,D1,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.1814,45.7307,21584748,D2,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.1823,45.7296,21584749,1-E4,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.182,45.7296,21584750,E3,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.1832,45.7295,21584751,D11,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.182,45.7298,21584752,D7,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.1827,45.7295,21584753,E5,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.1819,45.7299,21584754,D4,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.1819,45.7302,21584755,D3,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.182,45.7289,21584756,8C,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.1816,45.7287,21584757,C3,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.2591,45.7615,21584758,E10,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.2587,45.7621,21584759,E11,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.2581,45.7619,21584760,E12,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.2583,45.7615,21584761,E13,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.2596,45.7622,21584762,E4,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.2398,45.7451,21584763,B,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.2399,45.7449,21584764,B,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.2431,45.7437,21584765,A16C,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.2194,45.7779,21584766,7,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.219,45.7779,21584767,6,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.2194,45.7772,21584768,4,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.2183,45.7778,21584769,A,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.2189,45.7776,21584770,5,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.2184,45.7775,21584771,59,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.2181,45.7772,21584772,69,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.2177,45.7771,21584773,68,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.2175,45.7769,21584774,67,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.217,45.7767,21584775,66,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.2166,45.7764,21584776,71,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.2163,45.7763,21584777,72,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.2157,45.7761,21584778,73,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.2152,45.7758,21584779,75,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.2147,45.7755,21584780,107,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.2024,45.7307,21584781,D16,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.2018,45.7301,21584782,1,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.2016,45.7303,21584783,D,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.2047,45.7224,21584784,43,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.2394,45.7732,21584785,B101,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.2391,45.7732,21584786,B102,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.2388,45.7728,21584787,B98,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.2391,45.7727,21584788,B99,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.2025,45.7289,21584789,D5,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.2021,45.7298,21584790,D2,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.204,45.7285,21584791,24,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.2025,45.7295,21584792,D4,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.2054,45.7298,21584793,26,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.204,45.7311,21584794,D39,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.2038,45.7314,21584795,38,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.2029,45.7321,21584796,B3,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.2037,45.7319,21584797,B14,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.2026,45.7323,21584798,D42,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.2084,45.7304,21584799,15,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.2597,45.7641,21584800,C3,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.26,45.7642,21584801,C4,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.2602,45.764,21584802,C5,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.2589,45.7633,21584803,C17,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.2595,45.7633,21584804,C18,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.2601,45.7634,21584805,C19,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.2595,45.7631,21584806,E1,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.2009,45.7486,21584807,Corp,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.2003,45.7485,21584808,Corp,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.2146,45.7611,21584809,T2,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.2134,45.7616,21584810,T3,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.2127,45.7618,21584811,3,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.2121,45.7621,21584812,T4,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.2109,45.7626,21584813,T5,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.2245,45.7737,21584814,74,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.2248,45.7741,21584815,81,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.2248,45.7734,21584816,124,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.225,45.7745,21584817,82,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.2249,45.7737,21584818,123,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.2253,45.775,21584819,99,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.2252,45.7741,21584820,115,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.2255,45.7753,21584821,100,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.2253,45.7744,21584822,114,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.2256,45.7748,21584823,103,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.2259,45.7752,21584824,104,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.2135,45.7358,21584825,A3,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.2133,45.7307,21584826,B25,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
Feature,Point,21.2063,45.7317,21584827,A,,East,//www.hartablocuri.ro/i/d.png,12,12,0,0,6,6
